ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
346	3	1	3	0.000000	448.333333	446.333333	0.000000	0.000000	0	215	0
347	2	2	2	0.000000	552.000000	550.000000	0.000000	0.000000	0	253	0
348	1	3	1	0.000000	353.000000	351.000000	0.000000	0.000000	0	158	0
349	3	1	2	0.000000	685.000000	683.666667	0.000000	0.000000	0	319	0
350	2	3	2	0.000000	880.000000	879.000000	0.000000	0.000000	0	393	0
351	1	1	1	0.000000	748.000000	748.000000	0.000000	0.000000	0	344	0
352	1	1	4	0.000000	1071.000000	1071.000000	0.000000	0.000000	0	503	0
353	2	5	1	0.000000	869.000000	556.000000	0.000000	0.000000	0	421	0
354	2	0	1	0.000000	153.000000	153.000000	0.000000	0.000000	0	83	0
355	1	2	5	0.000000	1893.000000	1056.000000	0.000000	0.000000	0	979	0
356	2	2	1	0.000000	767.500000	481.000000	0.000000	0.000000	0	415	0
357	6	2	1	0.000000	597.500000	386.666667	0.000000	0.000000	0	412	0
358	3	2	1	0.000000	303.666667	219.666667	0.000000	0.000000	0	189	0
359	7790	0	1	0.000000	60.935430	58.726829	0.000000	0.000000	0	1146	0
360	4883	0	0	0.000000	52.919926	50.293262	0.000000	0.000000	0	647	0
361	5193	1	0	0.000000	59.516272	56.575583	0.000000	0.000000	0	777	0
362	3195	0	0	0.000000	44.598748	41.147731	0.000000	0.000000	0	395	0
363	5745	0	1	0.000000	55.632028	53.770583	0.000000	0.000000	0	864	0
364	4333	0	1	0.000000	56.411955	52.239557	0.000000	0.000000	0	680	0
365	2789	0	1	0.000000	63.850484	62.640731	0.000000	0.000000	0	441	0
366	11289	0	1	0.000000	52.825317	50.615289	0.000000	0.000000	0	1560	0
367	192	0	0	0.000000	27.718750	27.557292	0.000000	0.000000	0	40	0
368	7100	0	1	0.000000	56.221408	54.746620	0.000000	0.000000	0	969	0
369	2	1	2	0.000000	120.000000	118.000000	0.000000	0.000000	0	54	0
370	312	1	1	0.000000	31.721154	27.439103	0.000000	0.000000	0	104	0
371	10	2	2	0.000000	169.300000	125.900000	0.000000	0.000000	0	80	0
372	199	2	1	0.000000	215.547739	126.492462	0.000000	0.000000	0	223	0
373	3	2	1	0.000000	391.000000	391.000000	0.000000	0.000000	0	159	0
374	2	2	1	0.000000	102.000000	102.000000	0.000000	0.000000	0	38	0
375	4	1	1	0.000000	385.250000	305.750000	0.000000	0.000000	0	192	0
376	4293	0	0	0.000000	57.095271	53.378523	0.000000	0.000000	0	605	0
377	2451	1	1	0.000000	57.452876	56.662995	0.000000	0.000000	0	356	0
378	7620	1	1	0.000000	59.209711	55.778215	0.000000	0.000000	0	1207	0
379	55	2	1	0.000000	283.400000	255.618182	0.000000	0.000000	0	110	0
380	11	1	1	0.000000	138.909091	138.909091	0.000000	0.000000	0	73	0
381	1	1	2	0.000000	391.000000	388.000000	0.000000	0.000000	0	195	0
382	1	1	2	0.000000	473.000000	469.000000	0.000000	0.000000	0	237	0
383	6	2	2	0.000000	527.333333	510.000000	0.000000	0.000000	0	248	0
384	13	1	1	0.000000	68.461538	68.461538	0.000000	0.000000	0	33	0
385	4	1	2	0.000000	320.750000	166.000000	0.000000	0.000000	0	149	0
386	2	2	1	0.000000	461.000000	308.500000	0.000000	0.000000	0	130	0
387	32	1	1	0.000000	150.343750	96.593750	0.000000	0.000000	0	84	0
388	17	1	2	0.000000	224.882353	144.764706	0.000000	0.000000	0	86	0
389	6678	1	0	0.000000	55.269692	51.038185	0.000000	0.000000	0	879	0
390	13021	1	0	0.000000	50.536902	47.652561	0.000000	0.000000	0	1647	0
391	4044	0	0	0.000000	49.987389	48.629575	0.000000	0.000000	0	507	0
392	16304	0	0	0.000000	58.041156	54.608256	0.000000	0.000000	0	2352	0
393	1	1	2	0.000000	88.000000	88.000000	0.000000	0.000000	0	42	0
394	1	1	2	0.000000	139.000000	138.000000	0.000000	0.000000	0	73	0
395	8806	0	0	0.000000	51.457983	48.779809	0.000000	0.000000	0	1098	0
396	16200	0	0	0.000000	49.186667	46.729506	0.000000	0.000000	0	2010	0
397	8253	0	1	0.000000	56.516055	54.138495	0.000000	0.000000	0	1079	0
398	2699	0	0	0.000000	40.994072	38.608003	0.000000	0.000000	0	281	0
399	4033	0	1	0.000000	49.120258	47.704438	0.000000	0.000000	0	527	0
400	25	2	1	0.000000	53.160000	51.760000	0.000000	0.000000	0	35	0
401	1173	1	1	0.000000	66.560955	64.392157	0.000000	0.000000	0	244	0
402	204	1	2	0.000000	90.852941	80.995098	0.000000	0.000000	0	129	0
403	9	1	2	0.000000	347.777778	318.333333	0.000000	0.000000	0	164	0
404	83	2	2	0.000000	457.542169	406.481928	0.000000	0.000000	0	326	0
405	45	2	1	0.000000	111.244444	64.511111	0.000000	0.000000	0	67	0
406	28	2	1	0.000000	62.535714	59.785714	0.000000	0.000000	0	50	0
407	9	1	1	0.000000	53.000000	53.000000	0.000000	0.000000	0	25	0
408	57	2	2	0.000000	223.771930	174.596491	0.000000	0.000000	0	125	0
409	24304	1	1	0.000000	51.988850	49.274934	0.000000	0.000000	0	3117	0
410	3	1	1	0.000000	63.666667	62.000000	0.000000	0.000000	0	30	0
411	44	0	2	0.000000	118.636364	49.704545	0.000000	0.000000	0	86	0
412	1	1	3	0.000000	290.000000	290.000000	0.000000	0.000000	0	172	0
413	21835	1	0	0.000000	51.980490	49.552095	0.000000	0.000000	0	2887	0
414	1388	1	0	0.000000	43.916427	38.415706	0.000000	0.000000	0	188	0
415	10966	0	0	0.000000	58.439358	56.805763	0.000000	0.000000	0	1591	0
416	11342	0	1	0.000000	52.604303	50.480515	0.000000	0.000000	0	1449	0
417	1	1	0	0.000000	119.000000	119.000000	0.000000	0.000000	0	46	0
418	2	0	1	0.000000	111.500000	111.500000	0.000000	0.000000	0	50	0
419	1	1	2	0.000000	100.000000	100.000000	0.000000	0.000000	0	48	0
420	1	1	3	0.000000	213.000000	213.000000	0.000000	0.000000	0	103	0
421	1650	1	0	0.000000	40.782424	38.371515	0.000000	0.000000	0	163	0
422	20928	0	0	0.000000	52.897267	50.443091	0.000000	0.000000	0	2660	0
423	7650	0	2	0.000000	56.111503	51.312810	0.000000	0.000000	0	1188	0
424	1536	0	0	0.000000	57.130859	54.554036	0.000000	0.000000	0	207	0
425	8587	1	0	0.000000	61.275183	59.221032	0.000000	0.000000	0	1284	0
426	65	2	2	0.000000	183.200000	104.923077	0.000000	0.000000	0	169	0
427	37	1	1	0.000000	117.135135	77.324324	0.000000	0.000000	0	90	0
428	14	2	2	0.000000	222.000000	167.000000	0.000000	0.000000	0	132	0
429	109	1	1	0.000000	85.330275	60.825688	0.000000	0.000000	0	91	0
430	6942	0	0	0.000000	48.847162	45.791703	0.000000	0.000000	0	793	0
431	4854	1	0	0.000000	50.920272	47.470128	0.000000	0.000000	0	622	0
432	1610	1	1	0.000000	54.706211	53.923602	0.000000	0.000000	0	254	0
433	4016	0	0	0.000000	55.526892	53.585159	0.000000	0.000000	0	552	0
434	1	1	2	0.000000	133.000000	133.000000	0.000000	0.000000	0	73	0
435	2	2	3	0.000000	280.000000	278.000000	0.000000	0.000000	0	158	0
436	1	1	3	0.000000	210.000000	210.000000	0.000000	0.000000	0	115	0
437	7	2	2	0.000000	225.142857	224.285714	0.000000	0.000000	0	149	0
438	3898	0	1	0.000000	48.130580	45.301180	0.000000	0.000000	0	483	0
439	1976	0	1	0.000000	44.486336	43.229251	0.000000	0.000000	0	264	0
440	6261	0	1	0.000000	59.973327	57.459192	0.000000	0.000000	0	909	0
441	180	0	0	0.000000	46.783333	46.544444	0.000000	0.000000	0	39	0
442	1	1	3	0.000000	373.000000	212.000000	0.000000	0.000000	0	190	0
443	1	1	6	0.000000	963.000000	311.000000	0.000000	0.000000	0	534	0
444	1	4	5	0.000000	1546.000000	435.000000	0.000000	0.000000	0	827	0
445	22098	0	0	0.000000	56.252240	53.184723	0.000000	0.000000	0	2984	0
446	216	1	1	0.000000	616.972222	466.837963	0.000000	0.000000	0	607	0
447	172	1	2	0.000000	589.465116	465.726744	0.000000	0.000000	0	468	0
448	5	2	2	0.000000	653.000000	644.400000	0.000000	0.000000	0	286	0
449	7	2	1	0.000000	564.285714	557.142857	0.000000	0.000000	0	256	0
450	12	3	1	0.000000	473.666667	311.916667	0.000000	0.000000	0	222	0
451	980	0	0	0.000000	54.618367	52.336735	0.000000	0.000000	0	122	0
452	64	1	1	0.000000	673.343750	533.000000	0.000000	0.000000	0	423	0
453	182	2	2	0.000000	657.890110	500.928571	0.000000	0.000000	0	618	0
454	8	1	1	0.000000	200.250000	200.250000	0.000000	0.000000	0	41	0
455	2	1	2	0.000000	133.000000	132.500000	0.000000	0.000000	0	68	0
456	5	2	0	0.000000	104.800000	104.400000	0.000000	0.000000	0	48	0
457	8	1	1	0.000000	62.000000	62.000000	0.000000	0.000000	0	30	0
458	3	1	2	0.000000	145.333333	145.333333	0.000000	0.000000	0	72	0
459	2460	0	1	0.000000	53.471545	50.762195	0.000000	0.000000	0	335	0
460	62	1	1	0.000000	124.967742	122.370968	0.000000	0.000000	0	69	0
461	1	1	2	0.000000	159.000000	155.000000	0.000000	0.000000	0	82	0
462	33515	0	0	0.000000	53.847173	51.022378	0.000000	0.000000	0	4439	0
463	1516	0	0	0.000000	40.455805	38.240765	0.000000	0.000000	0	154	0
464	3338	0	0	0.000000	50.197723	46.711204	0.000000	0.000000	0	454	0
465	5015	0	1	0.000000	57.157926	54.260818	0.000000	0.000000	0	765	0
466	10508	1	0	0.000000	58.691283	55.814237	0.000000	0.000000	0	1531	0
467	3	2	2	0.000000	147.666667	144.666667	0.000000	0.000000	0	83	0
468	1126	1	1	0.000000	45.723801	44.231794	0.000000	0.000000	0	185	0
469	38	1	1	0.000000	147.289474	147.052632	0.000000	0.000000	0	89	0
470	6693	0	0	0.000000	59.334678	57.138354	0.000000	0.000000	0	985	0
471	41	0	0	0.000000	107.121951	71.195122	0.000000	0.000000	0	55	0
472	3	2	2	0.000000	180.000000	117.000000	0.000000	0.000000	0	74	0
473	5298	1	1	0.000000	52.584371	50.448660	0.000000	0.000000	0	693	0
474	5871	0	1	0.000000	52.196730	48.942599	0.000000	0.000000	0	762	0
475	3	3	1	0.000000	435.000000	430.000000	0.000000	0.000000	0	223	0
476	1	2	1	0.000000	248.000000	246.000000	0.000000	0.000000	0	130	0
477	1	2	1	0.000000	207.000000	205.000000	0.000000	0.000000	0	106	0
478	4	2	1	0.000000	155.250000	152.750000	0.000000	0.000000	0	73	0
479	9289	1	1	0.000000	59.146948	56.352245	0.000000	0.000000	0	1367	0
480	2819	0	0	0.000000	49.761618	48.030153	0.000000	0.000000	0	372	0
481	162	0	0	0.000000	25.302469	22.425926	0.000000	0.000000	0	8	0
482	90	2	1	0.000000	160.033333	119.311111	0.000000	0.000000	0	122	0
483	35	1	2	0.000000	230.885714	230.485714	0.000000	0.000000	0	134	0
484	1202	2	2	0.000000	101.318636	88.369384	0.000000	0.000000	0	296	0
485	2839	0	0	0.000000	64.309616	61.705178	0.000000	0.000000	0	457	0
486	2126	0	1	0.000000	47.461430	44.801976	0.000000	0.000000	0	284	0
487	5585	1	1	0.000000	54.218800	52.240107	0.000000	0.000000	0	820	0
488	48	2	2	0.000000	328.187500	257.000000	0.000000	0.000000	0	192	0
489	439	1	1	0.000000	72.555809	70.633257	0.000000	0.000000	0	118	0
490	8	2	2	0.000000	112.250000	110.750000	0.000000	0.000000	0	73	0
491	214	1	1	0.000000	72.116822	54.799065	0.000000	0.000000	0	63	0
492	1231	0	1	0.000000	51.735987	51.151097	0.000000	0.000000	0	170	0
493	11	1	1	0.000000	144.272727	139.818182	0.000000	0.000000	0	77	0
494	384	2	2	0.000000	182.312500	126.028646	0.000000	0.000000	0	158	0
495	11255	0	1	0.000000	49.552466	47.289205	0.000000	0.000000	0	1395	0
496	1	2	1	0.000000	130.000000	129.000000	0.000000	0.000000	0	73	0
497	1	2	1	0.000000	122.000000	122.000000	0.000000	0.000000	0	67	0
498	22703	1	0	0.000000	60.940140	57.840594	0.000000	0.000000	0	3325	0
499	12	2	1	0.000000	223.333333	217.916667	0.000000	0.000000	0	124	0
500	23	2	1	0.000000	143.565217	140.347826	0.000000	0.000000	0	86	0
501	47	1	1	0.000000	78.042553	76.978723	0.000000	0.000000	0	59	0
502	8656	0	0	0.000000	58.972274	55.635628	0.000000	0.000000	0	1224	0
503	20	2	2	0.000000	194.900000	190.450000	0.000000	0.000000	0	66	0
504	7	1	1	0.000000	147.000000	146.000000	0.000000	0.000000	0	54	0
505	15	1	1	0.000000	142.666667	142.600000	0.000000	0.000000	0	88	0
506	1	2	1	0.000000	204.000000	202.000000	0.000000	0.000000	0	84	0
507	51	0	0	0.000000	120.372549	118.882353	0.000000	0.000000	0	48	0
508	1	1	1	0.000000	63.000000	63.000000	0.000000	0.000000	0	29	0
509	28060	0	1	0.000000	56.460870	54.087598	0.000000	0.000000	0	3921	0
510	3343	0	0	0.000000	52.871672	49.878253	0.000000	0.000000	0	427	0
511	1	2	1	0.000000	97.000000	97.000000	0.000000	0.000000	0	68	0
512	3	1	1	0.000000	53.333333	53.333333	0.000000	0.000000	0	33	0
513	5	2	2	0.000000	97.600000	97.600000	0.000000	0.000000	0	70	0
514	898	0	1	0.000000	43.668151	42.454343	0.000000	0.000000	0	103	0
515	2	2	1	0.000000	139.000000	134.000000	0.000000	0.000000	0	75	0
516	3189	0	1	0.000000	59.131703	57.536845	0.000000	0.000000	0	483	0
517	3	1	3	0.000000	341.666667	340.666667	0.000000	0.000000	0	159	0
518	98	1	1	0.000000	82.969388	68.846939	0.000000	0.000000	0	54	0
519	6571	0	0	0.000000	57.763963	55.221732	0.000000	0.000000	0	927	0
520	6	2	1	0.000000	233.666667	114.333333	0.000000	0.000000	0	48	0
521	2	1	2	0.000000	570.500000	570.500000	0.000000	0.000000	0	284	0
522	1	0	1	0.000000	93.000000	93.000000	0.000000	0.000000	0	36	0
523	2	1	0	0.000000	113.500000	113.500000	0.000000	0.000000	0	73	0
524	1	4	1	0.000000	565.000000	559.000000	0.000000	0.000000	0	283	0
525	2503	1	0	0.000000	66.519776	64.521774	0.000000	0.000000	0	415	0
526	7024	1	0	0.000000	48.088838	46.847808	0.000000	0.000000	0	832	0
527	223	0	1	0.000000	47.201794	44.878924	0.000000	0.000000	0	52	0
528	75	1	1	0.000000	73.613333	70.853333	0.000000	0.000000	0	68	0
529	2	1	3	0.000000	282.500000	282.500000	0.000000	0.000000	0	158	0
530	45	3	2	0.000000	475.244444	322.822222	0.000000	0.000000	0	269	0
531	14	2	1	0.000000	224.857143	83.000000	0.000000	0.000000	0	134	0
532	16	1	1	0.000000	161.062500	40.937500	0.000000	0.000000	0	79	0
533	6	1	1	0.000000	258.166667	257.000000	0.000000	0.000000	0	136	0
534	1	2	1	0.000000	131.000000	131.000000	0.000000	0.000000	0	59	0
535	57	1	1	0.000000	84.614035	53.596491	0.000000	0.000000	0	78	0
536	230	2	2	0.000000	91.065217	83.178261	0.000000	0.000000	0	96	0
537	1842	1	1	0.000000	50.650923	49.509229	0.000000	0.000000	0	298	0
538	30	1	1	0.000000	31.300000	31.300000	0.000000	0.000000	0	16	0
539	4	2	2	0.000000	146.750000	146.750000	0.000000	0.000000	0	46	0
540	1	1	1	0.000000	78.000000	78.000000	0.000000	0.000000	0	31	0
541	3	2	1	0.000000	132.333333	111.666667	0.000000	0.000000	0	64	0
542	303	1	1	0.000000	63.448845	53.861386	0.000000	0.000000	0	75	0
543	3266	0	0	0.000000	47.733925	46.021739	0.000000	0.000000	0	377	0
544	16964	0	0	0.000000	54.407333	52.635404	0.000000	0.000000	0	2228	0
545	77	2	2	0.000000	179.545455	52.662338	0.000000	0.000000	0	162	0
546	38	1	1	0.000000	71.421053	63.578947	0.000000	0.000000	0	55	0
547	115	1	2	0.000000	204.391304	150.408696	0.000000	0.000000	0	184	0
548	3675	0	0	0.000000	49.168435	46.626122	0.000000	0.000000	0	464	0
549	1791	1	0	0.000000	54.295366	48.675600	0.000000	0.000000	0	283	0
550	1133	0	0	0.000000	36.593116	34.345102	0.000000	0.000000	0	113	0
551	38	1	1	0.000000	128.368421	78.947368	0.000000	0.000000	0	51	0
552	1	2	1	0.000000	147.000000	138.000000	0.000000	0.000000	0	71	0
553	2041	0	1	0.000000	61.028417	54.599216	0.000000	0.000000	0	310	0
554	42	1	2	0.000000	206.285714	116.190476	0.000000	0.000000	0	113	0
555	10	2	2	0.000000	280.700000	245.000000	0.000000	0.000000	0	146	0
556	3187	0	0	0.000000	50.213681	47.341073	0.000000	0.000000	0	385	0
557	2147	0	0	0.000000	53.080112	50.697252	0.000000	0.000000	0	232	0
558	1809	0	0	0.000000	44.831951	41.985627	0.000000	0.000000	0	212	0
559	120	1	1	0.000000	31.475000	31.216667	0.000000	0.000000	0	24	0
560	1	1	0	0.000000	61.000000	60.000000	0.000000	0.000000	0	24	0
561	6498	1	0	0.000000	44.939674	43.440289	0.000000	0.000000	0	741	0
562	214	2	1	0.000000	52.154206	50.672897	0.000000	0.000000	0	91	0
563	1	1	2	0.000000	406.000000	400.000000	0.000000	0.000000	0	182	0
564	3	2	1	0.000000	230.666667	227.666667	0.000000	0.000000	0	123	0
565	1	2	1	0.000000	129.000000	126.000000	0.000000	0.000000	0	66	0
566	37	1	1	0.000000	64.486486	63.594595	0.000000	0.000000	0	42	0
567	3	1	2	0.000000	145.666667	144.666667	0.000000	0.000000	0	70	0
568	2792	1	0	0.000000	50.827364	49.563754	0.000000	0.000000	0	377	0
569	3	1	2	0.000000	108.333333	107.333333	0.000000	0.000000	0	58	0
570	625	3	1	0.000000	356.883200	317.916800	0.000000	0.000000	0	639	0
571	1	1	3	0.000000	204.000000	204.000000	0.000000	0.000000	0	95	0
572	1	1	2	0.000000	260.000000	260.000000	0.000000	0.000000	0	116	0
573	1808	0	1	0.000000	49.335177	46.147124	0.000000	0.000000	0	233	0
574	2003	1	0	0.000000	54.514229	51.937094	0.000000	0.000000	0	286	0
575	20	2	2	0.000000	127.300000	126.500000	0.000000	0.000000	0	75	0
576	1	1	1	0.000000	67.000000	67.000000	0.000000	0.000000	0	37	0
577	11	1	2	0.000000	123.636364	123.636364	0.000000	0.000000	0	57	0
578	20081	0	1	0.000000	55.713859	53.757781	0.000000	0.000000	0	2702	0
579	2	0	1	0.000000	119.000000	114.000000	0.000000	0.000000	0	69	0
580	22	2	1	0.000000	131.500000	129.181818	0.000000	0.000000	0	51	0
581	6	1	1	0.000000	90.500000	90.500000	0.000000	0.000000	0	34	0
582	2	1	2	0.000000	150.000000	150.000000	0.000000	0.000000	0	51	0
583	9	1	1	0.000000	140.111111	41.888889	0.000000	0.000000	0	54	0
584	101	2	2	0.000000	109.891089	55.643564	0.000000	0.000000	0	59	0
585	12	1	1	0.000000	69.916667	50.416667	0.000000	0.000000	0	31	0
586	76	1	1	0.000000	52.157895	50.092105	0.000000	0.000000	0	29	0
587	38	1	1	0.000000	44.921053	44.921053	0.000000	0.000000	0	32	0
588	1	2	2	0.000000	163.000000	160.000000	0.000000	0.000000	0	73	0
589	1	1	1	0.000000	44.000000	44.000000	0.000000	0.000000	0	27	0
590	9	0	3	0.000000	119.333333	119.333333	0.000000	0.000000	0	73	0
591	951	1	0	0.000000	47.284963	46.148265	0.000000	0.000000	0	135	0
592	3	1	0	0.000000	76.333333	76.000000	0.000000	0.000000	0	56	0
593	17072	0	0	0.000000	55.683927	53.620665	0.000000	0.000000	0	2273	0
594	1	1	3	0.000000	197.000000	197.000000	0.000000	0.000000	0	112	0
595	35	1	1	0.000000	57.657143	56.342857	0.000000	0.000000	0	32	0
596	538	0	1	0.000000	35.858736	35.302974	0.000000	0.000000	0	58	0
597	1006	0	0	0.000000	44.844930	41.452286	0.000000	0.000000	0	135	0
598	7311	1	1	0.000000	53.127889	51.506497	0.000000	0.000000	0	1013	0
599	1	1	1	0.000000	42.000000	42.000000	0.000000	0.000000	0	20	0
600	8	2	2	0.000000	83.000000	83.000000	0.000000	0.000000	0	36	0
601	118	1	1	0.000000	47.627119	46.601695	0.000000	0.000000	0	30	0
602	151	3	2	0.000000	263.238411	257.602649	0.000000	0.000000	0	220	0
603	1	2	1	0.000000	118.000000	118.000000	0.000000	0.000000	0	67	0
604	13	2	2	0.000000	146.076923	146.076923	0.000000	0.000000	0	78	0
605	82	1	1	0.000000	77.743902	75.012195	0.000000	0.000000	0	55	0
606	82	2	2	0.000000	155.926829	101.121951	0.000000	0.000000	0	111	0
607	20	2	2	0.000000	182.600000	155.350000	0.000000	0.000000	0	57	0
608	21	1	1	0.000000	111.047619	56.095238	0.000000	0.000000	0	45	0
609	1	1	3	0.000000	494.000000	383.000000	0.000000	0.000000	0	165	0
610	7	3	3	0.000000	796.428571	762.428571	0.000000	0.000000	0	312	0
611	1	1	1	0.000000	143.000000	143.000000	0.000000	0.000000	0	61	0
612	31	1	1	0.000000	113.774194	113.483871	0.000000	0.000000	0	50	0
613	56	1	2	0.000000	139.107143	72.000000	0.000000	0.000000	0	38	0
614	14	2	2	0.000000	183.928571	133.714286	0.000000	0.000000	0	48	0
615	12	1	1	0.000000	134.333333	87.333333	0.000000	0.000000	0	28	0
616	5	1	1	0.000000	93.600000	93.600000	0.000000	0.000000	0	26	0
617	1487	1	1	0.000000	66.272360	65.379960	0.000000	0.000000	0	263	0
618	17349	0	0	0.000000	56.313159	53.309297	0.000000	0.000000	0	2341	0
619	123	1	2	0.000000	126.756098	123.878049	0.000000	0.000000	0	112	0
620	2294	1	0	0.000000	68.822581	66.195292	0.000000	0.000000	0	392	0
621	3	2	2	0.000000	125.666667	108.666667	0.000000	0.000000	0	62	0
622	74	1	1	0.000000	57.567568	49.797297	0.000000	0.000000	0	35	0
623	255	2	2	0.000000	118.309804	98.709804	0.000000	0.000000	0	130	0
624	131	1	1	0.000000	160.992366	116.435115	0.000000	0.000000	0	131	0
625	19	2	2	0.000000	314.157895	261.473684	0.000000	0.000000	0	192	0
626	31	2	1	0.000000	278.806452	187.000000	0.000000	0.000000	0	140	0
627	6238	0	0	0.000000	47.192369	45.074383	0.000000	0.000000	0	742	0
628	2	1	2	0.000000	172.000000	167.000000	0.000000	0.000000	0	109	0
629	7	2	2	0.000000	257.142857	249.857143	0.000000	0.000000	0	162	0
630	29	2	1	0.000000	166.241379	109.793103	0.000000	0.000000	0	110	0
631	51	1	1	0.000000	87.549020	84.352941	0.000000	0.000000	0	49	0
632	11	1	2	0.000000	168.272727	163.454545	0.000000	0.000000	0	88	0
633	28	1	1	0.000000	60.142857	58.642857	0.000000	0.000000	0	42	0
634	881	1	1	0.000000	69.345062	68.086266	0.000000	0.000000	0	211	0
635	1	1	2	0.000000	196.000000	196.000000	0.000000	0.000000	0	95	0
636	8	1	2	0.000000	306.875000	242.250000	0.000000	0.000000	0	161	0
637	4251	0	1	0.000000	76.397789	72.684310	0.000000	0.000000	0	852	0
638	8	2	1	0.000000	152.875000	152.250000	0.000000	0.000000	0	100	0
639	6	1	1	0.000000	39.500000	39.500000	0.000000	0.000000	0	25	0
640	656	0	0	0.000000	31.051829	28.022866	0.000000	0.000000	0	78	0
641	11	1	1	0.000000	75.272727	75.272727	0.000000	0.000000	0	41	0
642	3	2	1	0.000000	300.666667	271.333333	0.000000	0.000000	0	139	0
643	1	2	5	0.000000	1229.000000	445.000000	0.000000	0.000000	0	541	0
644	1	1	1	0.000000	1121.000000	1117.000000	0.000000	0.000000	0	516	0
645	7	2	3	0.000000	278.857143	278.142857	0.000000	0.000000	0	140	0
646	31	1	1	0.000000	43.387097	41.064516	0.000000	0.000000	0	70	0
647	10296	0	0	0.000000	46.903846	44.971931	0.000000	0.000000	0	1249	0
648	37	1	1	0.000000	99.378378	99.162162	0.000000	0.000000	0	39	0
649	4	1	2	0.000000	158.750000	158.750000	0.000000	0.000000	0	73	0
650	14	1	2	0.000000	102.500000	49.214286	0.000000	0.000000	0	39	0
651	25	2	1	0.000000	151.040000	131.840000	0.000000	0.000000	0	56	0
652	49	1	1	0.000000	51.571429	51.571429	0.000000	0.000000	0	38	0
653	3	2	2	0.000000	116.333333	116.333333	0.000000	0.000000	0	64	0
654	1839	0	0	0.000000	45.725938	43.725394	0.000000	0.000000	0	222	0
655	53	2	2	0.000000	171.264151	167.018868	0.000000	0.000000	0	117	0
656	3	1	0	0.000000	153.666667	153.666667	0.000000	0.000000	0	104	0
657	1	1	4	0.000000	625.000000	625.000000	0.000000	0.000000	0	280	0
658	1	3	1	0.000000	817.000000	713.000000	0.000000	0.000000	0	413	0
659	1	0	1	0.000000	115.000000	115.000000	0.000000	0.000000	0	48	0
660	884	0	0	0.000000	41.385747	40.501131	0.000000	0.000000	0	91	0
661	1	2	2	0.000000	274.000000	274.000000	0.000000	0.000000	0	139	0
662	1	3	2	0.000000	644.000000	641.000000	0.000000	0.000000	0	251	0
663	1	2	2	0.000000	445.000000	445.000000	0.000000	0.000000	0	159	0
664	2115	0	1	0.000000	62.852009	60.377778	0.000000	0.000000	0	341	0
665	58	1	1	0.000000	122.706897	82.310345	0.000000	0.000000	0	52	0
666	4	2	2	0.000000	241.500000	119.500000	0.000000	0.000000	0	85	0
667	2	0	1	0.000000	78.000000	78.000000	0.000000	0.000000	0	39	0
668	3728	0	0	0.000000	46.141631	44.832082	0.000000	0.000000	0	409	0
669	2	1	2	0.000000	143.500000	139.500000	0.000000	0.000000	0	82	0
670	4689	0	0	0.000000	50.243549	46.382598	0.000000	0.000000	0	573	0
671	56	2	2	0.000000	166.214286	161.750000	0.000000	0.000000	0	119	0
672	39	1	1	0.000000	36.897436	36.589744	0.000000	0.000000	0	19	0
673	6	1	1	0.000000	175.333333	91.000000	0.000000	0.000000	0	77	0
674	383	2	2	0.000000	270.937337	177.399478	0.000000	0.000000	0	333	0
675	34	1	0	0.000000	62.264706	61.323529	0.000000	0.000000	0	46	0
676	1	1	2	0.000000	166.000000	164.000000	0.000000	0.000000	0	67	0
677	1444	0	0	0.000000	71.357341	69.992382	0.000000	0.000000	0	295	0
678	1	1	0	0.000000	99.000000	99.000000	0.000000	0.000000	0	36	0
679	3	3	1	0.000000	326.333333	318.666667	0.000000	0.000000	0	125	0
680	1	3	1	0.000000	268.000000	261.000000	0.000000	0.000000	0	101	0
681	2	2	1	0.000000	101.000000	97.500000	0.000000	0.000000	0	40	0
682	370	1	1	0.000000	22.424324	22.148649	0.000000	0.000000	0	77	0
683	1039	1	1	0.000000	77.621752	74.919153	0.000000	0.000000	0	233	0
684	6	2	2	0.000000	115.333333	115.333333	0.000000	0.000000	0	64	0
685	38	1	1	0.000000	61.763158	61.052632	0.000000	0.000000	0	35	0
686	6	2	2	0.000000	111.166667	109.666667	0.000000	0.000000	0	67	0
687	325	1	1	0.000000	55.621538	49.793846	0.000000	0.000000	0	76	0
688	1	1	1	0.000000	38.000000	38.000000	0.000000	0.000000	0	18	0
689	1	2	2	0.000000	217.000000	215.000000	0.000000	0.000000	0	100	0
690	40	2	1	0.000000	44.025000	44.025000	0.000000	0.000000	0	92	0
691	12915	0	0	0.000000	48.479830	45.975842	0.000000	0.000000	0	1507	0
692	58	2	1	0.000000	87.551724	49.603448	0.000000	0.000000	0	103	0
693	3	2	0	0.000000	44.000000	44.000000	0.000000	0.000000	0	22	0
694	4113	0	0	0.000000	48.818381	46.620715	0.000000	0.000000	0	517	0
695	13	1	1	0.000000	93.692308	89.307692	0.000000	0.000000	0	43	0
696	2	0	0	0.000000	125.000000	58.000000	0.000000	0.000000	0	30	0
697	214	1	1	0.000000	63.799065	62.682243	0.000000	0.000000	0	60	0
698	2	2	2	0.000000	147.000000	145.000000	0.000000	0.000000	0	57	0
